,0
  (0, 159)	1.0
  (0, 187)	1.0
  (0, 228)	1.0
  (0, 274)	1.0
  (0, 495)	1.0
  (0, 507)	1.0
  (0, 548)	1.0
  (0, 612)	1.0
  (0, 693)	1.0
  (0, 779)	1.0
  (0, 889)	1.0
  (0, 925)	1.0
  (0, 1049)	1.0
  (0, 1071)	1.0
  (0, 1073)	1.0
  (0, 1076)	1.0
  (0, 1122)	1.0
  (0, 1132)	1.0
  (0, 1151)	1.0
  (0, 1170)	1.0
  (0, 1349)	1.0
  (0, 1427)	1.0"
1182,"  (0, 58)	1.0
  (0, 59)	1.0
  (0, 258)	1.0
  (0, 336)	1.0
  (0, 454)	1.0
  (0, 597)	1.0
  (0, 647)	1.0
  (0, 723)	1.0
  (0, 761)	1.0
  (0, 820)	1.0
  (0, 825)	1.0
  (0, 1059)	1.0
  (0, 1177)	1.0
  (0, 1257)	1.0
  (0, 1259)	1.0
  (0, 1381)	1.0
  (0, 1413)	1.0"
1183,"  (0, 6)	1.0
  (0, 38)	1.0
  (0, 39)	1.0
  (0, 61)	1.0
  (0, 83)	1.0
  (0, 121)	1.0
  (0, 132)	1.0
  (0, 154)	1.0
  (0, 299)	1.0
  (0, 505)	1.0
  (0, 510)	1.0
  (0, 537)	1.0
  (0, 624)	1.0
  (0, 650)	1.0
  (0, 761)	1.0
  (0, 779)	1.0
  (0, 814)	1.0
  (0, 979)	1.0
  (0, 1054)	1.0
  (0, 1132)	1.0
  (0, 1177)	1.0
  (0, 1194)	1.0
  (0, 1209)	1.0
  (0, 1263)	1.0
  (0, 1306)	1.0
  (0, 1406)	1.0"
1184,"  (0, 4)	1.0
  (0, 474)	1.0
  (0, 723)	1.0"
1185,"  (0, 52)	1.0
  (0, 57)	1.0
  (0, 89)	1.0
  (0, 134)	1.0
  (0, 284)	1.0
  (0, 292)	1.0
  (0, 378)	1.0
  (0, 581)	1.0
  (0, 604)	1.0
  (0, 752)	1.0
  (0, 896)	1.0
  (0, 1209)	1.0
  (0, 1232)	1.0
  (0, 1255)	1.0
  (0, 1263)	1.0
  (0, 1355)	1.0
  (0, 1386)	1.0"
1186,"  (0, 367)	1.0
  (0, 533)	1.0
  (0, 1159)	1.0
  (0, 1209)	1.0
  (0, 1241)	1.0
  (0, 1316)	1.0"
1187,"  (0, 368)	1.0
  (0, 993)	1.0
  (0, 1132)	1.0
  (0, 1144)	1.0
  (0, 1274)	1.0"
1188,"  (0, 3)	1.0
  (0, 13)	1.0
  (0, 16)	1.0
  (0, 307)	1.0
  (0, 507)	1.0
  (0, 540)	1.0
  (0, 588)	1.0
  (0, 694)	1.0
  (0, 698)	1.0
  (0, 724)	1.0
  (0, 808)	1.0
  (0, 893)	1.0
  (0, 931)	1.0
  (0, 1109)	1.0
  (0, 1144)	1.0
  (0, 1209)	1.0
  (0, 1234)	1.0
  (0, 1247)	1.0
  (0, 1249)	1.0
  (0, 1333)	1.0
  (0, 1355)	1.0
  (0, 1379)	1.0
  (0, 1381)	1.0
  (0, 1384)	1.0
  (0, 1422)	1.0"
1189,"  (0, 58)	1.0
  (0, 97)	1.0
  (0, 292)	1.0
  (0, 464)	1.0
  (0, 722)	1.0
  (0, 764)	1.0
  (0, 877)	1.0
  (0, 900)	1.0
  (0, 904)	1.0
  (0, 964)	1.0
  (0, 1019)	1.0
  (0, 1209)	1.0
  (0, 1263)	1.0
  (0, 1311)	1.0
  (0, 1338)	1.0
  (0, 1365)	1.0
  (0, 1432)	1.0"
1190,"  (0, 100)	1.0
  (0, 179)	1.0
  (0, 367)	1.0
  (0, 507)	1.0
  (0, 548)	1.0
  (0, 648)	1.0
  (0, 723)	1.0
  (0, 821)	1.0
  (0, 865)	1.0
  (0, 921)	1.0
  (0, 971)	1.0
  (0, 1043)	1.0
  (0, 1061)	1.0
  (0, 1165)	1.0
  (0, 1171)	1.0
  (0, 1179)	1.0
  (0, 1266)	1.0
  (0, 1278)	1.0
  (0, 1349)	1.0
  (0, 1381)	1.0"
1191,"  (0, 82)	1.0
  (0, 100)	1.0
  (0, 112)	1.0
  (0, 151)	1.0
  (0, 437)	1.0
  (0, 507)	1.0
  (0, 548)	1.0
  (0, 648)	1.0
  (0, 685)	1.0
  (0, 730)	1.0
  (0, 758)	1.0
  (0, 821)	1.0
  (0, 935)	1.0
  (0, 1170)	1.0
  (0, 1177)	1.0
  (0, 1249)	1.0
  (0, 1259)	1.0
  (0, 1281)	1.0
  (0, 1355)	1.0
  (0, 1413)	1.0"
1192,"  (0, 431)	1.0
  (0, 507)	1.0
  (0, 597)	1.0
  (0, 876)	1.0
  (0, 1052)	1.0"
1193,"  (0, 19)	1.0
  (0, 58)	1.0
  (0, 118)	1.0
  (0, 235)	1.0
  (0, 310)	1.0
  (0, 331)	1.0
  (0, 368)	1.0
  (0, 395)	1.0
  (0, 464)	1.0
  (0, 495)	1.0
  (0, 507)	1.0
  (0, 510)	1.0
  (0, 548)	1.0
  (0, 774)	1.0
  (0, 1041)	1.0
  (0, 1071)	1.0
  (0, 1075)	1.0
  (0, 1081)	1.0
  (0, 1171)	1.0
  (0, 1243)	1.0
  (0, 1274)	1.0
  (0, 1332)	1.0"
1194,"  (0, 18)	1.0
  (0, 37)	1.0
  (0, 59)	1.0
  (0, 92)	1.0
  (0, 140)	1.0
  (0, 205)	1.0
  (0, 263)	1.0
  (0, 313)	1.0
  (0, 495)	1.0
  (0, 551)	1.0
  (0, 729)	1.0
  (0, 764)	1.0
  (0, 973)	1.0
  (0, 978)	1.0
  (0, 1060)	1.0
  (0, 1071)	1.0
  (0, 1132)	1.0
  (0, 1144)	1.0
  (0, 1149)	1.0
  (0, 1184)	1.0"
1195,"  (0, 52)	1.0
  (0, 58)	1.0
  (0, 274)	1.0
  (0, 377)	1.0
  (0, 393)	1.0
  (0, 474)	1.0
  (0, 589)	1.0
  (0, 623)	1.0
  (0, 640)	1.0
  (0, 647)	1.0
  (0, 779)	1.0
  (0, 1071)	1.0
  (0, 1073)	1.0
  (0, 1170)	1.0
  (0, 1177)	1.0
  (0, 1185)	1.0
  (0, 1381)	1.0"
1196,"  (0, 25)	1.0
  (0, 132)	1.0
  (0, 135)	1.0
  (0, 144)	1.0
  (0, 145)	1.0
  (0, 211)	1.0
  (0, 365)	1.0
  (0, 402)	1.0
  (0, 569)	1.0
  (0, 597)	1.0
  (0, 625)	1.0
  (0, 751)	1.0
  (0, 758)	1.0
  (0, 1011)	1.0
  (0, 1184)	1.0
  (0, 1250)	1.0
  (0, 1251)	1.0
  (0, 1275)	1.0
  (0, 1308)	1.0
  (0, 1332)	1.0
  (0, 1352)	1.0
  (0, 1381)	1.0"
1197,"  (0, 25)	1.0
  (0, 119)	1.0
  (0, 313)	1.0
  (0, 336)	1.0
  (0, 338)	1.0
  (0, 359)	1.0
  (0, 363)	1.0
  (0, 718)	1.0
  (0, 729)	1.0
  (0, 735)	1.0
  (0, 755)	1.0
  (0, 869)	1.0
  (0, 905)	1.0
  (0, 969)	1.0
  (0, 1033)	1.0
  (0, 1068)	1.0
  (0, 1198)	1.0
  (0, 1230)	1.0
  (0, 1263)	1.0
  (0, 1332)	1.0
  (0, 1393)	1.0
  (0, 1426)	1.0"
1198,"  (0, 131)	1.0
  (0, 187)	1.0
  (0, 250)	1.0
  (0, 367)	1.0
  (0, 507)	1.0
  (0, 521)	1.0
  (0, 647)	1.0
  (0, 701)	1.0
  (0, 882)	1.0
  (0, 921)	1.0
  (0, 1209)	1.0
  (0, 1219)	1.0
  (0, 1263)	1.0
  (0, 1297)	1.0
  (0, 1314)	1.0
  (0, 1319)	1.0
  (0, 1328)	1.0
  (0, 1332)	1.0"
1199,"  (0, 19)	1.0
  (0, 93)	1.0
  (0, 176)	1.0
  (0, 230)	1.0
  (0, 250)	1.0
  (0, 320)	1.0
  (0, 378)	1.0
  (0, 393)	1.0
  (0, 408)	1.0
  (0, 514)	1.0
  (0, 623)	1.0
  (0, 666)	1.0
  (0, 735)	1.0
  (0, 940)	1.0
  (0, 994)	1.0
  (0, 1024)	1.0
  (0, 1093)	1.0
  (0, 1119)	1.0
  (0, 1253)	1.0
  (0, 1257)	1.0
  (0, 1287)	1.0
  (0, 1314)	1.0
  (0, 1328)	1.0
  (0, 1425)	1.0"
1200,"  (0, 39)	1.0
  (0, 495)	1.0
  (0, 638)	1.0
  (0, 734)	1.0
  (0, 1071)	1.0
  (0, 1203)	1.0
  (0, 1247)	1.0
  (0, 1249)	1.0
  (0, 1384)	1.0
  (0, 1424)	1.0"
1201,"  (0, 231)	1.0
  (0, 259)	1.0
  (0, 478)	1.0
  (0, 495)	1.0
  (0, 697)	1.0
  (0, 778)	1.0
  (0, 855)	1.0
  (0, 985)	1.0
  (0, 1025)	1.0
  (0, 1049)	1.0
  (0, 1122)	1.0
  (0, 1131)	1.0
  (0, 1132)	1.0
  (0, 1154)	1.0
  (0, 1214)	1.0
  (0, 1292)	1.0
  (0, 1314)	1.0
  (0, 1355)	1.0
  (0, 1422)	1.0"
1202,"  (0, 37)	1.0
  (0, 121)	1.0
  (0, 363)	1.0
  (0, 495)	1.0
  (0, 540)	1.0
  (0, 610)	1.0
  (0, 937)	1.0
  (0, 994)	1.0
  (0, 1050)	1.0
  (0, 1112)	1.0
  (0, 1132)	1.0
  (0, 1198)	1.0
  (0, 1209)	1.0
  (0, 1274)	1.0
  (0, 1296)	1.0
  (0, 1417)	1.0
  (0, 1425)	1.0"
1203,"  (0, 187)	1.0
  (0, 208)	1.0
  (0, 213)	1.0
  (0, 266)	1.0
  (0, 457)	1.0
  (0, 495)	1.0
  (0, 507)	1.0
  (0, 1071)	1.0
  (0, 1097)	1.0
  (0, 1155)	1.0
  (0, 1177)	1.0
  (0, 1198)	1.0
  (0, 1209)	1.0
  (0, 1301)	1.0
  (0, 1320)	1.0
  (0, 1392)	1.0"
1204,"  (0, 4)	1.0
  (0, 19)	1.0
  (0, 97)	1.0
  (0, 99)	1.0
  (0, 457)	1.0
  (0, 464)	1.0
  (0, 581)	1.0
  (0, 621)	1.0
  (0, 623)	1.0
  (0, 667)	1.0
  (0, 730)	1.0
  (0, 763)	1.0
  (0, 774)	1.0
  (0, 778)	1.0
  (0, 780)	1.0
  (0, 786)	1.0
  (0, 829)	1.0
  (0, 905)	1.0
  (0, 931)	1.0
  (0, 1117)	1.0
  (0, 1132)	1.0
  (0, 1263)	1.0
  (0, 1330)	1.0
  (0, 1363)	1.0"
1205,"  (0, 146)	1.0
  (0, 205)	1.0
  (0, 667)	1.0
  (0, 702)	1.0
  (0, 711)	1.0
  (0, 763)	1.0
  (0, 814)	1.0
  (0, 874)	1.0
  (0, 914)	1.0
  (0, 922)	1.0
  (0, 1005)	1.0
  (0, 1132)	1.0
  (0, 1136)	1.0
  (0, 1170)	1.0
  (0, 1177)	1.0
  (0, 1230)	1.0
  (0, 1263)	1.0
  (0, 1331)	1.0"
1206,"  (0, 346)	1.0
  (0, 495)	1.0
  (0, 507)	1.0
  (0, 644)	1.0
  (0, 1173)	1.0"
1207,"  (0, 151)	1.0
  (0, 362)	1.0
  (0, 440)	1.0
  (0, 462)	1.0
  (0, 495)	1.0
  (0, 724)	1.0
  (0, 810)	1.0
  (0, 922)	1.0
  (0, 923)	1.0
  (0, 1132)	1.0
  (0, 1177)	1.0
  (0, 1198)	1.0
  (0, 1261)	1.0
  (0, 1280)	1.0
  (0, 1332)	1.0
  (0, 1348)	1.0
  (0, 1352)	1.0"
1208,"  (0, 13)	1.0
  (0, 19)	1.0
  (0, 34)	1.0
  (0, 132)	1.0
  (0, 135)	1.0
  (0, 143)	1.0
  (0, 288)	1.0
  (0, 309)	1.0
  (0, 381)	1.0
  (0, 558)	1.0
  (0, 705)	1.0
  (0, 735)	1.0
  (0, 774)	1.0
  (0, 969)	1.0
  (0, 1052)	1.0
  (0, 1071)	1.0
  (0, 1097)	1.0
  (0, 1253)	1.0
  (0, 1274)	1.0
  (0, 1378)	1.0
  (0, 1379)	1.0
  (0, 1381)	1.0
  (0, 1391)	1.0"
1209,"  (0, 151)	1.0
  (0, 274)	1.0
  (0, 329)	1.0
  (0, 462)	1.0
  (0, 495)	1.0
  (0, 507)	1.0
  (0, 704)	1.0
  (0, 811)	1.0
  (0, 922)	1.0
  (0, 930)	1.0
  (0, 961)	1.0
  (0, 1016)	1.0
  (0, 1122)	1.0
  (0, 1132)	1.0
  (0, 1138)	1.0
  (0, 1198)	1.0
  (0, 1204)	1.0
  (0, 1261)	1.0
  (0, 1336)	1.0
  (0, 1348)	1.0"
1210,"  (0, 65)	1.0
  (0, 99)	1.0
  (0, 434)	1.0
  (0, 540)	1.0
  (0, 729)	1.0
  (0, 876)	1.0
  (0, 939)	1.0
  (0, 978)	1.0
  (0, 1075)	1.0
  (0, 1177)	1.0
  (0, 1209)	1.0
  (0, 1250)	1.0
  (0, 1257)	1.0
  (0, 1268)	1.0
  (0, 1315)	1.0
  (0, 1339)	1.0
  (0, 1422)	1.0"
1211,"  (0, 61)	1.0
  (0, 228)	1.0
  (0, 393)	1.0
  (0, 451)	1.0
  (0, 509)	1.0
  (0, 540)	1.0
  (0, 666)	1.0
  (0, 819)	1.0
  (0, 1214)	1.0
  (0, 1263)	1.0
  (0, 1264)	1.0
  (0, 1295)	1.0
  (0, 1328)	1.0
  (0, 1423)	1.0"
1212,"  (0, 19)	1.0
  (0, 495)	1.0
  (0, 507)	1.0
  (0, 1149)	1.0"
1213,"  (0, 19)	1.0
  (0, 99)	1.0
  (0, 140)	1.0
  (0, 154)	1.0
  (0, 198)	1.0
  (0, 199)	1.0
  (0, 213)	1.0
  (0, 250)	1.0
  (0, 261)	1.0
  (0, 299)	1.0
  (0, 475)	1.0
  (0, 490)	1.0
  (0, 495)	1.0
  (0, 507)	1.0
  (0, 666)	1.0
  (0, 774)	1.0
  (0, 819)	1.0
  (0, 922)	1.0
  (0, 969)	1.0
  (0, 978)	1.0
  (0, 1177)	1.0
  (0, 1266)	1.0
  (0, 1386)	1.0"
1214,"  (0, 19)	1.0
  (0, 130)	1.0
  (0, 217)	1.0
  (0, 384)	1.0
  (0, 464)	1.0
  (0, 507)	1.0
  (0, 619)	1.0
  (0, 639)	1.0
  (0, 701)	1.0
  (0, 720)	1.0
  (0, 774)	1.0
  (0, 970)	1.0
  (0, 1011)	1.0
  (0, 1073)	1.0
  (0, 1149)	1.0
  (0, 1182)	1.0"
1215,"  (0, 90)	1.0
  (0, 149)	1.0
  (0, 495)	1.0
  (0, 605)	1.0
  (0, 647)	1.0
  (0, 701)	1.0
  (0, 810)	1.0
  (0, 852)	1.0
  (0, 1131)	1.0
  (0, 1132)	1.0
  (0, 1171)	1.0
  (0, 1177)	1.0
  (0, 1179)	1.0
  (0, 1198)	1.0
  (0, 1247)	1.0
  (0, 1249)	1.0
  (0, 1379)	1.0
  (0, 1392)	1.0"
1216,"  (0, 218)	1.0
  (0, 565)	1.0
  (0, 1187)	1.0
  (0, 1209)	1.0
  (0, 1328)	1.0"
1217,"  (0, 2)	1.0
  (0, 19)	1.0
  (0, 211)	1.0
  (0, 330)	1.0
  (0, 393)	1.0
  (0, 480)	1.0
  (0, 536)	1.0
  (0, 548)	1.0
  (0, 566)	1.0
  (0, 655)	1.0
  (0, 798)	1.0
  (0, 969)	1.0
  (0, 979)	1.0
  (0, 1156)	1.0
  (0, 1263)	1.0
  (0, 1305)	1.0
  (0, 1333)	1.0"
1218,"  (0, 19)	1.0
  (0, 44)	1.0
  (0, 130)	1.0
  (0, 614)	1.0
  (0, 619)	1.0
  (0, 726)	1.0
  (0, 742)	1.0
  (0, 749)	1.0
  (0, 774)	1.0
  (0, 782)	1.0
  (0, 858)	1.0
  (0, 937)	1.0
  (0, 1177)	1.0
  (0, 1226)	1.0
  (0, 1230)	1.0
  (0, 1291)	1.0
  (0, 1393)	1.0"
1219,"  (0, 99)	1.0
  (0, 187)	1.0
  (0, 333)	1.0
  (0, 394)	1.0
  (0, 477)	1.0
  (0, 495)	1.0
  (0, 507)	1.0
  (0, 625)	1.0
  (0, 647)	1.0
  (0, 734)	1.0
  (0, 735)	1.0
  (0, 743)	1.0
  (0, 749)	1.0
  (0, 815)	1.0
  (0, 1075)	1.0
  (0, 1128)	1.0
  (0, 1153)	1.0
  (0, 1177)	1.0
  (0, 1198)	1.0
  (0, 1204)	1.0
  (0, 1280)	1.0
  (0, 1312)	1.0"
1220,"  (0, 41)	1.0
  (0, 42)	1.0
  (0, 81)	1.0
  (0, 248)	1.0
  (0, 252)	1.0
  (0, 351)	1.0
  (0, 485)	1.0
  (0, 540)	1.0
  (0, 763)	1.0
  (0, 848)	1.0
  (0, 1081)	1.0
  (0, 1249)	1.0
  (0, 1261)	1.0
  (0, 1262)	1.0
  (0, 1263)	1.0
  (0, 1291)	1.0
  (0, 1328)	1.0"
1221,"  (0, 19)	1.0
  (0, 52)	1.0
  (0, 65)	1.0
  (0, 323)	1.0
  (0, 427)	1.0
  (0, 614)	1.0
  (0, 723)	1.0
  (0, 747)	1.0
  (0, 774)	1.0
  (0, 1075)	1.0
  (0, 1123)	1.0
  (0, 1177)	1.0
  (0, 1202)	1.0
  (0, 1274)	1.0
  (0, 1308)	1.0
  (0, 1422)	1.0
  (0, 1431)	1.0"
1222,"  (0, 548)	1.0
  (0, 705)	1.0
  (0, 967)	1.0
  (0, 1254)	1.0
  (0, 1352)	1.0
  (0, 1381)	1.0"
1223,"  (0, 81)	1.0
  (0, 335)	1.0
  (0, 349)	1.0
  (0, 425)	1.0
  (0, 442)	1.0
  (0, 513)	1.0
  (0, 697)	1.0
  (0, 701)	1.0
  (0, 702)	1.0
  (0, 703)	1.0
  (0, 718)	1.0
  (0, 735)	1.0
  (0, 756)	1.0
  (0, 1263)	1.0
  (0, 1328)	1.0
  (0, 1331)	1.0
  (0, 1336)	1.0
  (0, 1381)	1.0"
1224,"  (0, 98)	1.0
  (0, 349)	1.0
  (0, 425)	1.0
  (0, 442)	1.0
  (0, 507)	1.0
  (0, 513)	1.0
  (0, 702)	1.0
  (0, 711)	1.0
  (0, 763)	1.0
  (0, 777)	1.0
  (0, 814)	1.0
  (0, 1005)	1.0
  (0, 1096)	1.0
  (0, 1132)	1.0
  (0, 1159)	1.0
  (0, 1179)	1.0
  (0, 1230)	1.0
  (0, 1263)	1.0
  (0, 1291)	1.0
  (0, 1331)	1.0
  (0, 1338)	1.0
  (0, 1378)	1.0
  (0, 1381)	1.0
  (0, 1393)	1.0"
1225,"  (0, 4)	1.0
  (0, 19)	1.0
  (0, 292)	1.0
  (0, 301)	1.0
  (0, 701)	1.0
  (0, 723)	1.0
  (0, 752)	1.0
  (0, 764)	1.0
  (0, 779)	1.0
  (0, 1049)	1.0
  (0, 1117)	1.0
  (0, 1127)	1.0
  (0, 1138)	1.0
  (0, 1172)	1.0
  (0, 1175)	1.0
  (0, 1177)	1.0
  (0, 1211)	1.0
  (0, 1275)	1.0
  (0, 1312)	1.0
  (0, 1320)	1.0
  (0, 1359)	1.0"
1226,"  (0, 2)	1.0
  (0, 19)	1.0
  (0, 39)	1.0
  (0, 51)	1.0
  (0, 149)	1.0
  (0, 360)	1.0
  (0, 440)	1.0
  (0, 466)	1.0
  (0, 474)	1.0
  (0, 507)	1.0
  (0, 619)	1.0
  (0, 931)	1.0
  (0, 939)	1.0
  (0, 1101)	1.0
  (0, 1140)	1.0
  (0, 1143)	1.0
  (0, 1211)	1.0
  (0, 1281)	1.0
  (0, 1337)	1.0
  (0, 1389)	1.0
  (0, 1393)	1.0"
1227,"  (0, 56)	1.0
  (0, 99)	1.0
  (0, 290)	1.0
  (0, 348)	1.0
  (0, 402)	1.0
  (0, 495)	1.0
  (0, 507)	1.0
  (0, 509)	1.0
  (0, 597)	1.0
  (0, 608)	1.0
  (0, 640)	1.0
  (0, 648)	1.0
  (0, 724)	1.0
  (0, 821)	1.0
  (0, 887)	1.0
  (0, 921)	1.0
  (0, 930)	1.0
  (0, 1122)	1.0
  (0, 1177)	1.0
  (0, 1422)	1.0"
1228,"  (0, 40)	1.0
  (0, 295)	1.0
  (0, 333)	1.0
  (0, 377)	1.0
  (0, 509)	1.0
  (0, 758)	1.0
  (0, 1146)	1.0
  (0, 1177)	1.0
  (0, 1198)	1.0
  (0, 1201)	1.0
  (0, 1204)	1.0
  (0, 1249)	1.0
  (0, 1259)	1.0
  (0, 1280)	1.0
  (0, 1308)	1.0
  (0, 1352)	1.0"
1229,"  (0, 14)	1.0
  (0, 92)	1.0
  (0, 93)	1.0
  (0, 176)	1.0
  (0, 211)	1.0
  (0, 257)	1.0
  (0, 326)	1.0
  (0, 360)	1.0
  (0, 387)	1.0
  (0, 403)	1.0
  (0, 469)	1.0
  (0, 475)	1.0
  (0, 624)	1.0
  (0, 675)	1.0
  (0, 863)	1.0
  (0, 894)	1.0
  (0, 909)	1.0
  (0, 1035)	1.0
  (0, 1119)	1.0
  (0, 1123)	1.0
  (0, 1289)	1.0
  (0, 1320)	1.0
  (0, 1328)	1.0
  (0, 1423)	1.0"
1230,"  (0, 97)	1.0
  (0, 140)	1.0
  (0, 141)	1.0
  (0, 167)	1.0
  (0, 173)	1.0
  (0, 310)	1.0
  (0, 368)	1.0
  (0, 395)	1.0
  (0, 548)	1.0
  (0, 551)	1.0
  (0, 692)	1.0
  (0, 894)	1.0
  (0, 920)	1.0
  (0, 1138)	1.0
  (0, 1177)	1.0
  (0, 1179)	1.0
  (0, 1201)	1.0
  (0, 1263)	1.0"
1231,"  (0, 38)	1.0
  (0, 41)	1.0
  (0, 125)	1.0
  (0, 292)	1.0
  (0, 377)	1.0
  (0, 389)	1.0
  (0, 395)	1.0
  (0, 505)	1.0
  (0, 545)	1.0
  (0, 617)	1.0
  (0, 749)	1.0
  (0, 750)	1.0
  (0, 911)	1.0
  (0, 926)	1.0
  (0, 978)	1.0
  (0, 1060)	1.0
  (0, 1116)	1.0
  (0, 1177)	1.0
  (0, 1263)	1.0
  (0, 1274)	1.0
  (0, 1353)	1.0
  (0, 1381)	1.0
  (0, 1406)	1.0"
1232,"  (0, 19)	1.0
  (0, 61)	1.0
  (0, 86)	1.0
  (0, 203)	1.0
  (0, 623)	1.0
  (0, 697)	1.0
  (0, 715)	1.0
  (0, 725)	1.0
  (0, 755)	1.0
  (0, 774)	1.0
  (0, 814)	1.0
  (0, 963)	1.0
  (0, 1118)	1.0
  (0, 1140)	1.0
  (0, 1263)	1.0
  (0, 1274)	1.0
  (0, 1298)	1.0
  (0, 1324)	1.0
  (0, 1328)	1.0
  (0, 1347)	1.0
  (0, 1360)	1.0
  (0, 1381)	1.0"
1233,"  (0, 92)	1.0
  (0, 97)	1.0
  (0, 135)	1.0
  (0, 301)	1.0
  (0, 359)	1.0
  (0, 507)	1.0
  (0, 640)	1.0
  (0, 655)	1.0
  (0, 857)	1.0
  (0, 868)	1.0
  (0, 1062)	1.0
  (0, 1097)	1.0
  (0, 1121)	1.0
  (0, 1159)	1.0
  (0, 1189)	1.0
  (0, 1196)	1.0
  (0, 1255)	1.0
  (0, 1263)	1.0
  (0, 1276)	1.0
  (0, 1355)	1.0
  (0, 1412)	1.0
  (0, 1414)	1.0"
1234,"  (0, 19)	1.0
  (0, 44)	1.0
  (0, 275)	1.0
  (0, 509)	1.0
  (0, 514)	1.0
  (0, 754)	1.0
  (0, 763)	1.0
  (0, 774)	1.0
  (0, 969)	1.0
  (0, 1071)	1.0
  (0, 1119)	1.0
  (0, 1177)	1.0
  (0, 1259)	1.0
  (0, 1262)	1.0
  (0, 1263)	1.0
  (0, 1389)	1.0"
1235,"  (0, 99)	1.0
  (0, 353)	1.0
  (0, 507)	1.0
  (0, 588)	1.0
  (0, 647)	1.0
  (0, 706)	1.0
  (0, 897)	1.0
  (0, 993)	1.0
  (0, 1016)	1.0
  (0, 1118)	1.0
  (0, 1138)	1.0
  (0, 1235)	1.0
  (0, 1301)	1.0
  (0, 1355)	1.0
  (0, 1367)	1.0
  (0, 1392)	1.0"
1236,"  (0, 11)	1.0
  (0, 16)	1.0
  (0, 89)	1.0
  (0, 121)	1.0
  (0, 137)	1.0
  (0, 140)	1.0
  (0, 211)	1.0
  (0, 230)	1.0
  (0, 263)	1.0
  (0, 299)	1.0
  (0, 510)	1.0
  (0, 596)	1.0
  (0, 775)	1.0
  (0, 860)	1.0
  (0, 1051)	1.0
  (0, 1169)	1.0
  (0, 1209)	1.0
  (0, 1249)	1.0
  (0, 1263)	1.0
  (0, 1274)	1.0
  (0, 1290)	1.0
  (0, 1304)	1.0
  (0, 1311)	1.0
  (0, 1423)	1.0"
1237,"  (0, 39)	1.0
  (0, 52)	1.0
  (0, 80)	1.0
  (0, 123)	1.0
  (0, 135)	1.0
  (0, 144)	1.0
  (0, 176)	1.0
  (0, 179)	1.0
  (0, 317)	1.0
  (0, 330)	1.0
  (0, 509)	1.0
  (0, 530)	1.0
  (0, 535)	1.0
  (0, 615)	1.0
  (0, 702)	1.0
  (0, 725)	1.0
  (0, 871)	1.0
  (0, 1014)	1.0
  (0, 1025)	1.0
  (0, 1135)	1.0
  (0, 1184)	1.0
  (0, 1198)	1.0
  (0, 1257)	1.0
  (0, 1334)	1.0"
1238,"  (0, 6)	1.0
  (0, 19)	1.0
  (0, 96)	1.0
  (0, 187)	1.0
  (0, 213)	1.0
  (0, 509)	1.0
  (0, 619)	1.0
  (0, 774)	1.0
  (0, 808)	1.0
  (0, 955)	1.0
  (0, 969)	1.0
  (0, 1003)	1.0
  (0, 1019)	1.0
  (0, 1073)	1.0
  (0, 1075)	1.0
  (0, 1088)	1.0
  (0, 1263)	1.0
  (0, 1386)	1.0
  (0, 1415)	1.0"
1239,"  (0, 3)	1.0
  (0, 131)	1.0
  (0, 474)	1.0
  (0, 507)	1.0
  (0, 618)	1.0
  (0, 619)	1.0
  (0, 636)	1.0
  (0, 648)	1.0
  (0, 685)	1.0
  (0, 758)	1.0
  (0, 801)	1.0
  (0, 816)	1.0
  (0, 821)	1.0
  (0, 971)	1.0
  (0, 983)	1.0
  (0, 1081)	1.0
  (0, 1096)	1.0
  (0, 1177)	1.0
  (0, 1198)	1.0
  (0, 1230)	1.0
  (0, 1281)	1.0
  (0, 1339)	1.0"
1240,"  (0, 8)	1.0
  (0, 88)	1.0
  (0, 99)	1.0
  (0, 240)	1.0
  (0, 251)	1.0
  (0, 283)	1.0
  (0, 398)	1.0
  (0, 555)	1.0
  (0, 610)	1.0
  (0, 612)	1.0
  (0, 721)	1.0
  (0, 933)	1.0
  (0, 994)	1.0
  (0, 1149)	1.0
  (0, 1170)	1.0
  (0, 1203)	1.0
  (0, 1263)	1.0
  (0, 1305)	1.0
  (0, 1306)	1.0
  (0, 1339)	1.0
  (0, 1359)	1.0
  (0, 1380)	1.0"
1241,"  (0, 19)	1.0
  (0, 234)	1.0
  (0, 541)	1.0
  (0, 615)	1.0
  (0, 697)	1.0
  (0, 700)	1.0
  (0, 723)	1.0
  (0, 726)	1.0
  (0, 774)	1.0
  (0, 1075)	1.0
  (0, 1105)	1.0
  (0, 1187)	1.0
  (0, 1198)	1.0
  (0, 1209)	1.0
  (0, 1249)	1.0
  (0, 1262)	1.0
  (0, 1312)	1.0
  (0, 1355)	1.0
  (0, 1427)	1.0
  (0, 1431)	1.0"
1242,"  (0, 132)	1.0
  (0, 176)	1.0
  (0, 179)	1.0
  (0, 330)	1.0
  (0, 431)	1.0
  (0, 449)	1.0
  (0, 507)	1.0
  (0, 542)	1.0
  (0, 645)	1.0
  (0, 670)	1.0
  (0, 700)	1.0
  (0, 715)	1.0
  (0, 814)	1.0
  (0, 860)	1.0
  (0, 1177)	1.0
  (0, 1272)	1.0
  (0, 1305)	1.0
  (0, 1314)	1.0
  (0, 1328)	1.0
  (0, 1334)	1.0
  (0, 1352)	1.0"
